"";"4WHA_C5_S24";"4WHA_C6_S25";"4WHA_C7_S26";"4WHA_C8_S27";"4WHA_H5_S47";"4WHA_H6_S48";"4WHA_H7_S49";"4WHA_H8_S50";"C10_S37";"C7_S34";"C8_S35";"C9_S36";"CV1_H_S28";"CV2_H_S29";"CV3_H_S30";"CV4_H_S31";"CV5_H_S32";"CV6_H_S33";"HA1_H_S38";"HA2_H_S39";"HA3_H_S40";"HA4_H_S41";"HA5_H_S42";"HA6_H_S43";"HA7_H_S44";"HA8_H_S45";"HA9_H_S46";"Pool_control_S51"
"ASV503";"0";"0";"0";"0";"41";"0";"0";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0"
"ASV504";"10";"5";"0";"43";"2";"6";"0";"0";"0";"0";"0";"0";"5";"0";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0";"0"
"ASV505";"0";"120";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV506";"0";"0";"0";"13";"0";"0";"0";"0";"0";"13";"0";"0";"0";"3";"0";"10";"0";"0";"0";"0";"0";"11";"15";"11";"25";"0";"18";"0"
"ASV507";"48";"0";"21";"8";"0";"0";"0";"0";"0";"0";"0";"8";"0";"33";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV508";"46";"13";"28";"0";"0";"12";"0";"13";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV509";"20";"0";"34";"0";"0";"0";"0";"0";"63";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV510";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"0";"11";"0";"11";"0";"8";"0";"0";"0";"0";"0";"0";"0";"73";"0"
"ASV511";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"27";"11";"0";"0";"0";"0";"16";"12";"13";"31";"7";"0";"0"
"ASV512";"0";"0";"0";"13";"29";"0";"14";"0";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"15";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV513";"0";"0";"0";"0";"0";"0";"0";"0";"0";"47";"0";"18";"0";"0";"0";"0";"34";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0"
"ASV514";"10";"0";"0";"0";"0";"0";"11";"0";"4";"0";"0";"0";"0";"10";"5";"0";"0";"7";"15";"6";"0";"14";"0";"19";"0";"0";"13";"0"
"ASV515";"0";"0";"59";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"11";"6";"0";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0"
"ASV516";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"114";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV517";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"52";"62";"0";"0"
"ASV518";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"31";"0";"27";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29";"0";"0"
"ASV519";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29";"53";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV520";"0";"0";"0";"8";"0";"0";"0";"0";"9";"5";"0";"14";"0";"10";"7";"0";"1";"0";"6";"0";"0";"8";"0";"0";"20";"17";"7";"0"
"ASV521";"0";"0";"0";"0";"16";"0";"0";"0";"63";"0";"0";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"14";"11";"0";"0";"0"
"ASV522";"0";"0";"0";"0";"0";"112";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV523";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"25";"9";"18";"11";"8";"9";"7";"0";"0";"0";"0";"0";"0";"11";"0"
"ASV524";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"56";"55";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV525";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"0";"0";"0";"0";"36";"0";"0";"0";"0";"57";"0";"0";"0";"0"
"ASV526";"10";"0";"0";"34";"0";"30";"27";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV527";"0";"0";"0";"0";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"92";"0";"0";"0";"0";"0";"0";"0"
"ASV528";"0";"0";"50";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"32";"0";"0"
"ASV529";"0";"0";"0";"0";"0";"108";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV530";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"61";"0";"0";"0";"0";"0";"0";"0";"0";"0";"47";"0";"0";"0";"0"
"ASV531";"15";"8";"8";"13";"0";"12";"6";"0";"9";"0";"0";"11";"0";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"0"
"ASV532";"14";"0";"18";"0";"60";"0";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV533";"43";"0";"0";"0";"0";"0";"63";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV534";"0";"0";"12";"0";"0";"0";"11";"0";"0";"0";"0";"0";"34";"14";"0";"0";"0";"11";"0";"0";"0";"8";"16";"0";"0";"0";"0";"0"
"ASV535";"0";"0";"0";"0";"29";"0";"0";"0";"0";"18";"0";"0";"0";"0";"0";"0";"17";"0";"0";"24";"0";"0";"0";"0";"18";"0";"0";"0"
"ASV536";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"58";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV537";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"105";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV538";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"0";"36";"0";"17";"26";"0";"0";"0"
"ASV539";"17";"0";"0";"0";"16";"0";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"26";"0";"0";"0";"0"
"ASV540";"0";"21";"1";"0";"0";"15";"0";"0";"0";"0";"0";"0";"0";"4";"36";"19";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2";"0";"0"
"ASV541";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"64";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0"
"ASV542";"33";"11";"0";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV543";"0";"0";"50";"0";"0";"0";"20";"0";"29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV544";"0";"0";"0";"0";"11";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"7";"0";"0";"5";"15";"0";"29";"13";"0"
"ASV545";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33";"0";"0";"0";"49";"0";"0";"0";"0";"0";"0";"0";"0";"17";"0"
"ASV546";"0";"0";"0";"0";"0";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"38";"50";"0";"0";"0";"0"
"ASV547";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"0";"51";"0";"0";"0";"0";"20";"0";"0";"0";"0";"12";"0";"0";"0";"0"
"ASV548";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"22";"0";"31";"0";"0";"29";"0";"0";"0"
"ASV549";"0";"7";"11";"0";"10";"0";"0";"0";"0";"0";"0";"11";"14";"24";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"9";"0";"0"
"ASV550";"73";"0";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV551";"0";"0";"0";"0";"0";"0";"55";"0";"39";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV552";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"31";"29";"0";"0";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV553";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"15";"27";"0";"0";"0";"0";"17";"0";"19";"0"
"ASV554";"0";"0";"0";"0";"22";"18";"32";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV555";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"29";"0";"0";"8";"0";"29";"13";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV556";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"74";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0"
"ASV557";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"42";"0";"0";"0";"0";"0";"9";"12";"7";"0";"0";"0";"0"
"ASV558";"0";"0";"0";"0";"28";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"24";"0";"24";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV559";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18";"0";"0";"0";"0";"0";"0";"59";"0";"0";"0";"0";"0";"0";"0";"15";"0"
"ASV560";"23";"0";"0";"47";"0";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV561";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"42";"0";"26";"0";"0";"0";"0";"0";"0";"0";"0";"23";"0";"0";"0";"0"
"ASV562";"0";"16";"0";"0";"13";"15";"12";"34";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV563";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"0";"17";"8";"35";"0"
"ASV564";"0";"0";"25";"0";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"12";"0";"0";"0";"0"
"ASV565";"0";"0";"0";"0";"37";"0";"24";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"5";"9";"0";"0";"0";"8";"0"
"ASV566";"0";"0";"0";"0";"0";"9";"47";"3";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"8";"0";"0"
"ASV567";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"6";"0";"41";"7";"0";"11";"0"
"ASV568";"17";"0";"9";"0";"7";"14";"7";"0";"0";"11";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"5";"0";"0";"0";"0"
"ASV569";"0";"0";"0";"0";"0";"14";"21";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"0";"0";"0";"11";"8";"0";"0"
"ASV570";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"0";"20";"0";"0";"0";"0";"0";"24";"0";"0";"15";"0"
"ASV571";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"15";"60";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV572";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"57";"0";"0";"0";"0"
"ASV573";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"0";"0";"0";"46";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0"
"ASV574";"18";"0";"0";"0";"0";"0";"0";"0";"22";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0";"0";"0";"0";"20";"0";"0"
"ASV575";"0";"0";"0";"0";"0";"74";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0"
"ASV576";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"85";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV577";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"41";"9";"35";"0";"0";"0";"0"
"ASV578";"50";"0";"0";"0";"0";"14";"0";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV579";"39";"0";"0";"0";"0";"3";"0";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"8";"0";"17";"0";"0";"0";"0";"0";"0"
"ASV580";"16";"0";"13";"4";"9";"0";"11";"0";"13";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"0"
"ASV581";"0";"11";"73";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV582";"0";"0";"0";"0";"0";"0";"84";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV583";"0";"0";"0";"0";"0";"0";"0";"0";"84";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV584";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"13";"0";"0";"19";"0";"0";"0";"0";"0";"18";"0";"23";"0";"0";"0";"0"
"ASV585";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0";"10";"18";"24";"13";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV586";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"13";"0";"0";"8";"27";"19";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0"
"ASV587";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64";"0"
"ASV588";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"48";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV589";"2";"6";"16";"5";"0";"0";"0";"0";"0";"5";"0";"0";"0";"4";"10";"14";"12";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV590";"0";"0";"0";"0";"0";"0";"0";"0";"13";"6";"7";"17";"0";"0";"0";"0";"16";"0";"0";"11";"0";"12";"0";"0";"0";"0";"0";"0"
"ASV591";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"27";"0";"15";"0";"0";"0";"0";"40";"0"
"ASV592";"0";"0";"0";"0";"0";"0";"0";"0";"81";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV593";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31";"8";"0";"0";"19";"0";"0";"0";"0";"23";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV594";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29";"52";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV595";"3";"6";"15";"0";"0";"8";"30";"0";"6";"0";"0";"5";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"ASV596";"31";"0";"0";"0";"0";"9";"39";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV597";"0";"30";"0";"33";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV598";"0";"0";"50";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0"
"ASV599";"0";"0";"33";"0";"0";"0";"0";"0";"0";"0";"0";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"0"
"ASV600";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"35";"13";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV601";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"13";"0";"0";"0";"0";"29";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV602";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"17";"0";"0"
"ASV603";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"0";"32";"17";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV604";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"44";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33";"0";"0"
"ASV605";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"32";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV606";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"76";"0"
"ASV607";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"76";"0"
"ASV608";"75";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV609";"0";"0";"0";"0";"33";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0"
"ASV610";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"75";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV611";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"34";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV612";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29";"14";"31";"0"
"ASV613";"0";"0";"21";"0";"0";"23";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29";"0";"0";"0";"0"
"ASV614";"0";"0";"0";"0";"13";"34";"20";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV615";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22";"0";"0";"0";"0";"0";"51";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV616";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"20";"0";"0"
"ASV617";"0";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV618";"0";"0";"25";"0";"0";"6";"22";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV619";"0";"0";"11";"0";"0";"0";"0";"28";"0";"0";"0";"0";"14";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV620";"0";"0";"0";"7";"0";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"12";"0";"0";"0";"0";"12";"8";"0";"0";"0";"0";"0"
"ASV621";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV622";"0";"0";"0";"0";"71";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV623";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"29";"0"
"ASV624";"11";"0";"11";"0";"18";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0"
"ASV625";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"5";"5";"0";"6";"13";"6";"0";"0";"0";"0";"0";"6";"7";"4";"8";"0";"4";"0"
"ASV626";"0";"0";"0";"0";"0";"0";"46";"24";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV627";"0";"0";"0";"0";"44";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV628";"14";"16";"9";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV629";"0";"0";"41";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV630";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"66";"0";"0";"0";"0"
"ASV631";"13";"0";"0";"0";"0";"25";"27";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV632";"0";"0";"0";"0";"0";"65";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV633";"0";"0";"0";"0";"0";"0";"0";"0";"65";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV634";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"5";"0";"0";"4";"4";"0";"3";"0";"0";"16";"16";"1";"9";"0";"3";"0";"0";"0"
"ASV635";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"0";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV636";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"6";"0";"0";"0";"0";"0";"18";"18";"9";"0";"0";"0"
"ASV637";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"65";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV638";"41";"0";"23";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV639";"0";"0";"0";"0";"0";"0";"34";"0";"0";"0";"0";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"0";"0";"0";"0"
"ASV640";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"34";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0"
"ASV641";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"41";"0"
"ASV642";"3";"0";"0";"3";"0";"6";"26";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0"
"ASV643";"0";"0";"62";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV644";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"62";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV645";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"62";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV646";"45";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV647";"0";"0";"33";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"0";"0";"0"
"ASV648";"0";"0";"23";"0";"0";"0";"0";"0";"38";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV649";"0";"0";"0";"6";"11";"0";"17";"0";"0";"0";"0";"8";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"8";"5";"0";"0";"0"
"ASV650";"0";"0";"0";"0";"61";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV651";"0";"0";"0";"0";"21";"12";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0"
"ASV652";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"0";"0";"0";"5";"39";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0";"0";"0";"0"
